favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str,sentiment
16,Twitter Web Client,Arizona is making real investments in education with a 20% pay increase for teachers by 2020. #20x2020 #AZEducation… https://t.co/pCcLUaCZ48,,FALSE,Fri Apr 20 22:01:19 +0000 2018,6,9.87451E+17,neg
6,Twitter Web Client,Are you in the Queen Creek Unified School District? See how the #20x2020 plan impacts your district @qcusd --&gt; https://t.co/Q5xlR7IYKZ,,FALSE,Wed Apr 18 19:52:49 +0000 2018,4,9.86694E+17,neg
28,Twitter for iPhone,Proud to announce the establishment of the Arizona-Mexico Commission - William K. Brooks Award. This award honors t… https://t.co/ngZQuPbM2D,,FALSE,Sat Jun 16 03:20:54 +0000 2018,10,1.00783E+18,neg
28,Twitter for iPhone,"The work of the AMC/CSA Transportation, Infrastructure &amp; Ports Committee is a true representation of Leadership in… https://t.co/OKsKGSV8Q5",,FALSE,Fri Jun 15 22:05:04 +0000 2018,18,1.00775E+18,neg
38,Twitter Web Client,We’ve got a plan to deliver a 20% pay raise for teachers. Let’s get it passed. https://t.co/7hbugGWbG9,,FALSE,Thu Apr 26 17:18:28 +0000 2018,12,9.89554E+17,neg
37,TweetDeck,"“It’s that spirit of service that got us here. And it’s that same spirit of service that will lead Arizona, into th… https://t.co/vB7dTVYX8j",,FALSE,Mon Jan 08 22:14:39 +0000 2018,26,9.50491E+17,neg
50,TweetDeck,JUST ANNOUNCED: We are coming together in unity with school leaders to reverse Recession-era cuts to the K-12 formula 1/5,,FALSE,Tue Jan 09 15:31:37 +0000 2018,24,9.50752E+17,neg
21,Twitter for iPhone,"cc: Gov. Fife Symington 
@govxxaz https://t.co/FmjgJtGjEN",,FALSE,Wed Mar 28 14:25:37 +0000 2018,4,9.79002E+17,neg
5,Twitter Web Client,Teachers in #Somerton School District will see an 11.5% pay raise and support staff will also see raises #20x2020 https://t.co/UCwOrHCqQs,dougducey,FALSE,Tue Jun 12 20:28:07 +0000 2018,3,1.00663E+18,neg
10,Twitter Web Client,"#20x2020 will provide new dollars for schools, classrooms and support staff. See the details below for Deer Valley… https://t.co/Fi7GC6zEA5",,FALSE,Tue Apr 17 20:48:56 +0000 2018,3,9.86346E+17,neg
18,Twitter for iPhone,Thank you for your help getting this across the finish line for #Arizona teachers @THispanicChmbr and… https://t.co/kNLJ7RHSKv,,FALSE,Mon Apr 16 16:41:04 +0000 2018,3,9.85921E+17,neg
27,TweetDeck,“ASU ranked most innovative school in US for the fourth straight time” @ASU #AZAwesome #ForksUp… https://t.co/aFurEs4NhF,,FALSE,Mon Sep 10 18:17:51 +0000 2018,10,1.03922E+18,neg
24,TweetDeck,"And while more work remains, government is beginning to work for Arizonans again:
✅ Balancing the budget - w/o rais… https://t.co/ETXtpirGKj",dougducey,FALSE,Mon Jun 18 14:37:00 +0000 2018,12,1.00872E+18,neg
417,Twitter Web Client,"Arizona mourns the loss of one of our brave @Arizona_DPS Troopers, Tyler Edenhofer, and we pray for the recovery of… https://t.co/WhMN9b92aK",,FALSE,Thu Jul 26 14:16:24 +0000 2018,162,1.02249E+18,neg
166,Twitter Web Client,"Teachers need better pay. K-12 spending needs to go up. We have a plan to address both: #20x2020

✅ 20% pay raise b… https://t.co/GQ9DKgTfjG",,FALSE,Wed Apr 25 18:32:32 +0000 2018,51,9.89211E+17,neg
411,Twitter for iPhone,Class act!  Very rare in these times. You will be missed and @Mathieu_Era will always have a HUGE fan base in… https://t.co/NMAnc7TNl7,,FALSE,Thu Mar 15 00:02:40 +0000 2018,34,9.74073E+17,neg
148,Twitter for iPhone,The tragedy last night is a heartbreaking reminder of the harm our law enforcement officers face everyday for the s… https://t.co/xOmWNPBY9d,,FALSE,Thu Jul 26 22:28:26 +0000 2018,62,1.02261E+18,neg
81,TweetDeck,"In honor of @PHXfire firefighter Juston Doherty, flags at all state buildings will be lowered to half-staff tomorrow for his interment. RIP",,FALSE,Mon Jul 16 17:52:57 +0000 2018,25,1.01892E+18,neg
25,Twitter Web Client,I was personally very disturbed by the video Tempe Police released. I know others were too. Raises questions that n… https://t.co/wXRqPtug91,,FALSE,Tue Mar 27 14:15:53 +0000 2018,22,9.78637E+17,neg
56,Twitter Web Client,"November is Adoption month in AZ. As long as there are still children looking for their forever home, our work is n… https://t.co/HGRjBPPqK3",,FALSE,Mon Nov 20 15:26:10 +0000 2017,30,9.32631E+17,neg
11,TweetDeck,"Some examples: Reducing the number of govt vehicles, state travel and personal vehicle reimbursements has resulted… https://t.co/JiM6My3R5q",,FALSE,Wed Feb 28 18:02:24 +0000 2018,5,9.68909E+17,neg
22,Twitter Web Client,"I announced in my State of the State in January our goal of cracking-down on Wrong-Way driving. Bottom line: Booze,… https://t.co/3T786ojFyx",,FALSE,Tue Mar 27 19:15:13 +0000 2018,11,9.78712E+17,neg
8,Twitter Web Client,"Other states may pull the rug out from under small businesses with crazy regulations and higher taxes, but #AZ will not. #AZMeansBiz @ASBA",dougducey,FALSE,Tue May 15 21:21:15 +0000 2018,4,9.96501E+17,neg
7,TweetDeck,Read the full budget HERE: https://t.co/mJxVha5vrz https://t.co/xgho6AHA9B,,FALSE,Fri Jan 12 21:09:02 +0000 2018,15,9.51924E+17,neg
20,Twitter Web Client,An emergency declaration issued in June has enabled @AZDHS to get more life-saving resources into the hands of law… https://t.co/ErsY8VfoOV,,FALSE,Tue Dec 26 17:49:25 +0000 2017,14,9.45713E+17,neg
21,TweetDeck,.@AZDHS has distributed 6300+ Narcan kits to 63 law enforcement agencies w/over 1000 officers trained to administer… https://t.co/PjTAjq0mMk,,FALSE,Mon Aug 13 22:53:45 +0000 2018,13,1.02914E+18,neg
171,Twitter Web Client,"#20x2020
PASSED! This is a big win for Arizona students, teachers and for public education. Send up the bills, and I’ll sign them!",,FALSE,Thu May 03 12:40:52 +0000 2018,68,9.92021E+17,neg
12,TweetDeck,Speaker of the House @JDMesnard on the #ArizonaOpioidEpidemicAct: https://t.co/SkWY4chvLk,,FALSE,Fri Jan 19 22:45:29 +0000 2018,3,9.54485E+17,neg
27,Twitter for iPhone,"76 years later, the memory of all who have served and given their lives in the defense of freedom will remain with… https://t.co/TkKKpeE49r",,FALSE,Thu Dec 07 18:27:27 +0000 2017,13,9.38837E+17,neg
15,TweetDeck,"“Even better? Private sector companies have reached out wanting to model their own programs after it, helping more… https://t.co/DdlTEX8dVq",,FALSE,Mon Jan 08 22:01:46 +0000 2018,11,9.50488E+17,neg
15,Twitter Web Client,Words of wisdom from Governor Jane Hull. #Prop301 https://t.co/gDAmmS6gn4,,FALSE,Mon Mar 26 18:25:50 +0000 2018,8,9.78337E+17,neg
55,Twitter Web Client,"I’ve been meeting &amp; listening to Arizonans on the issue of school safety:
✅ Students
✅ Parents
✅ Teachers
✅ Adminis… https://t.co/z51Kkos2rj",,FALSE,Thu Mar 15 21:26:37 +0000 2018,20,9.74396E+17,neg
20,TweetDeck,UPDATE on #20x2020: Florence Unified School District plans to give teachers 10% raises in addition to raises for co… https://t.co/xTJl7MEXNF,,FALSE,Fri Jun 01 21:39:09 +0000 2018,9,1.00267E+18,neg
8,Twitter Web Client,Read @AZSheriffs statement in support of #ICE here ➡️ https://t.co/kYqvgaqF0i https://t.co/tuUbWMfLN1,,FALSE,Wed Aug 01 18:03:09 +0000 2018,6,1.02472E+18,neg
9,TweetDeck,".@azfamily: ""Law Officers Team Up To Fight Wrong-Way Drivers This Holiday Season"" https://t.co/hXszTW11FF",,FALSE,Tue Nov 07 15:49:57 +0000 2017,9,9.27926E+17,neg
52,Twitter for iPhone,Please join me in praying for these troopers. Very thankful for their service! https://t.co/dJC6luzJ02,,FALSE,Fri Feb 09 04:34:31 +0000 2018,9,9.61821E+17,neg
12,TweetDeck,Arizona is leading in tackling the issue of school safety and this plan is an aggressive approach that puts the saf… https://t.co/EiFHjIS9Bz,,FALSE,Thu Mar 22 16:21:25 +0000 2018,6,9.76856E+17,neg
6,TweetDeck,"@GrandCanyonAssn @GrandCanyonNPS @SenJohnMcCain As Arizonans, we each have the unique privilege of being guardians… https://t.co/XV2pUjLHQL",dougducey,FALSE,Wed Apr 04 19:38:16 +0000 2018,2,9.81617E+17,neg
49,TweetDeck,".@SenJohnMcCain was a giant. An icon. An American hero. A fellow Arizonan. “This week, Arizona says goodbye to a gi… https://t.co/TFBedJEkRd",,FALSE,Wed Aug 29 15:08:20 +0000 2018,12,1.03482E+18,neg
6,Twitter for iPhone,Today we have 35 kiosks giving Arizonans a convenient and secure place to get rid of unused and expired medication… https://t.co/dxqSdwcIXS,dougducey,FALSE,Thu Aug 16 17:12:47 +0000 2018,3,1.03014E+18,neg
2,Twitter for iPhone,Joining @MacandGaydos at 5:15 p.m. for our monthly interview on @KTAR923 . Listen here: https://t.co/JPaAVh7LHc?,,FALSE,Wed Jan 17 23:40:54 +0000 2018,3,9.53774E+17,neg
48,Twitter for iPhone,Domestic violence is one of the most destructive and heartbreaking problems in our society. Too many homes for too… https://t.co/IhSDFwpkM7,,FALSE,Wed Oct 03 01:23:32 +0000 2018,22,1.0473E+18,neg
151,Twitter for iPhone,"""We are Americans first, Americans last, Americans always.” -- @SenJohnMcCain #JohnMcCain #CountryFirst https://t.co/nVb1mDwMlR",,FALSE,Mon Aug 27 22:54:33 +0000 2018,36,1.03421E+18,neg
7,Twitter Web Client,Joining @mcurtis12news at 11:30am - watch live on @12News,,FALSE,Thu Apr 26 18:28:45 +0000 2018,1,9.89572E+17,neg
193,Twitter for iPhone,"I just signed all the remaining budget bills. From teacher raises and increased classroom funding, to protecting ou… https://t.co/keiAaONzJ3",,FALSE,Fri May 04 00:11:23 +0000 2018,62,9.92195E+17,neg
135,TweetDeck,"The last time unemployment was this low in #Arizona, we were all renting movies from Blockbuster.  And the credit f… https://t.co/9Olhj8gD6i",,FALSE,Mon Jun 25 22:29:11 +0000 2018,36,1.01138E+18,neg
28,Twitter Web Client,"If you wanted to report a school safety concern, who would you call? Our plan establishes a central tip line to ens… https://t.co/P5ZrU5PpLi",,FALSE,Mon Mar 19 23:40:38 +0000 2018,4,9.7588E+17,neg
5,Twitter for iPhone,These efforts will help uninsured and underinsured people get the addiction treatment they need. @BCBSAZ,dougducey,FALSE,Tue Aug 14 22:39:35 +0000 2018,2,1.0295E+18,neg
3,Twitter Web Client,Check out how the #20x2020 plan will impact teachers in the Vail Unified School District @vailschools --&gt; https://t.co/8krmeifGEZ,,FALSE,Wed Apr 18 21:57:02 +0000 2018,6,9.86725E+17,neg
29,Twitter for iPhone,Thanks @broomheadshow and @AndrewBabinski for having me on to discuss our plan to provide Arizona teachers a 20% pa… https://t.co/AiYszMtqE6,,FALSE,Mon Apr 23 15:28:40 +0000 2018,11,9.8844E+17,neg
19,Twitter for iPhone,"@BalszSD .@CaveCreekUSD93 is providing 10% raises to teachers, along with raises for support staff https://t.co/FDd5mbyAPg",dougducey,FALSE,Mon Jun 04 18:31:45 +0000 2018,13,1.00371E+18,neg
8,Twitter Web Client,#WickenburgUnified School District plans to provide 10% raises for certified staff plus raises for support staff pr… https://t.co/rcecHPhOSg,dougducey,FALSE,Mon Jul 09 21:39:49 +0000 2018,1,1.01644E+18,neg
98,Twitter for iPhone,Let it rain...let it rain...let it rain.,,FALSE,Wed Feb 28 02:22:02 +0000 2018,9,9.68673E+17,neg
45,TweetDeck,Did you know the Arizona State Fair is the largest public event held in our state? Learn more about the history beh… https://t.co/SZa7Agatsm,,FALSE,Wed Oct 17 15:42:55 +0000 2018,9,1.05259E+18,neg
5,Twitter Web Client,.@LaveenSchools plans to give teachers raises from 10.6% to 12.8% in addition to raises for support staff #20x2020 https://t.co/UE31vkWkOY,dougducey,FALSE,Tue Jun 05 20:16:44 +0000 2018,2,1.00409E+18,neg
85,TweetDeck,"20% teacher pay raises will be permanent, ongoing, protected and in the base formula. #20x2020 https://t.co/jUwAyDygau",,FALSE,Mon Apr 30 21:13:18 +0000 2018,29,9.91063E+17,neg
32,Twitter Web Client,"""Arizona teachers across the state are getting bigger paychecks when they go back to school this year."" via… https://t.co/lv0zwaPKfe",,FALSE,Mon Jul 30 21:08:08 +0000 2018,13,1.02404E+18,neg
33,TweetDeck,School districts across the state continue to deliver on the #20x2020 plan to provide Arizona teachers with 20 perc… https://t.co/50nFPvcYdf,,FALSE,Mon Jul 30 16:56:43 +0000 2018,11,1.02398E+18,neg
64,Twitter Web Client,What the #20x2020 plan means --&gt; Teachers will be seeing a 10% raise THIS fall and a TOTAL raise of 20% by 2020. AN… https://t.co/nsJMFkgKPL,,FALSE,Fri Apr 20 19:48:35 +0000 2018,30,9.87418E+17,neg
1259,Twitter for iPhone,"Signed. 

Teacher raises are on the way.

#20x2020 https://t.co/YMZN3IG7ZY",,FALSE,Thu May 03 13:09:30 +0000 2018,510,9.92028E+17,neg
24,Twitter for iPhone,K9 units Hugo and Santos are trained to detect illegal drugs and human cargo. @ArizonaDOT,dougducey,FALSE,Fri Jul 06 23:51:27 +0000 2018,3,1.01538E+18,neg
64,Twitter for iPhone,"This plan restores recession-era cuts to additional assistance, providing flexible dollars for support staff salari… https://t.co/HcQf8YElSy",,FALSE,Fri Apr 27 23:25:07 +0000 2018,25,9.90009E+17,neg
69,Twitter for iPhone,#AZ firefighters are being deployed to support our neighboring state during a devastating wildfire season. Our pray… https://t.co/euKt3da6eL,,FALSE,Wed Dec 06 21:25:14 +0000 2017,27,9.3852E+17,neg
22,Twitter Web Client,We will hold companies accountable. We will enforce the law. We will take strong action against any company or oper… https://t.co/J11WJj3mMb,dougducey,FALSE,Tue Mar 27 14:21:39 +0000 2018,16,9.78638E+17,neg
11,Twitter for iPhone,"If you suspect someone is a victim of domestic violence, urge them to seek help — it will take effort from every si… https://t.co/mgluTjM3Uq",dougducey,FALSE,Wed Oct 03 01:51:39 +0000 2018,3,1.0473E+18,neg
22,TweetDeck,WATCH: @KGUN9 reports on how teacher raises in @TucsonUnified School District are helping retain and attract qualit… https://t.co/jDe6o4QcHC,,FALSE,Fri Jul 27 16:24:19 +0000 2018,9,1.02288E+18,neg
126,Twitter Web Client,This is a story of a private citizen who did a good deed for our vets. A government board went after him for it. Lo… https://t.co/GYrn0gsA5Y,dougducey,FALSE,Thu Apr 05 00:40:17 +0000 2018,50,9.81693E+17,neg
33,Twitter for iPhone,The @Childhelp #drivethedream event unites philanthropic leaders from across #AZ to join the fight against child ab… https://t.co/EX3y6FFPo1,,FALSE,Fri Nov 02 04:39:09 +0000 2018,15,1.05822E+18,neg
201,Twitter Web Client,"Navajo Code Talkers used their native language to develop an unbreakable code during World War II, directly contrib… https://t.co/ijC5HW2RBX",,FALSE,Fri Jul 13 23:52:52 +0000 2018,57,1.01792E+18,neg
15,Twitter for iPhone,It's time for the Tucson Rodeo Parade! Have fun and be safe at all of the #TucsonRodeo events this week 🤠🐎🌵,,FALSE,Thu Feb 22 16:13:52 +0000 2018,7,9.66708E+17,neg
31,Twitter Web Client,NEW #20x2020 updates with more raises going to more Arizona teachers. Littleton Elementary School Districts @lesd65… https://t.co/n0onQgt5bJ,,FALSE,Tue May 29 19:51:03 +0000 2018,13,1.00155E+18,neg
20,TweetDeck,.@drcarachrist discusses the important steps taken by the #ArizonaOpioidEpidemicAct to prevent and treat opioid add… https://t.co/Jj85SUH1u0,,FALSE,Tue Jan 23 20:30:00 +0000 2018,7,9.559E+17,neg
62,Twitter for iPhone,Arizona is committed to making sure law enforcement agencies have the resources they need to combat drug traffickin… https://t.co/LTNpuR2SPm,,FALSE,Fri Jul 06 23:47:09 +0000 2018,10,1.01538E+18,neg
24,Twitter for iPhone,"Domestic violence affects all ages, races, religions, socioeconomic backgrounds and education levels. Find out what… https://t.co/LbLNnEWnws",,FALSE,Fri Oct 05 17:01:09 +0000 2018,18,1.04826E+18,neg
48,Twitter for iPhone,Praying for those lost in the plane crash at TPC golf course. Our hearts are with their families and loved ones this morning.,,FALSE,Tue Apr 10 11:47:25 +0000 2018,29,9.83673E+17,neg
20,Twitter for iPhone,"With continued cooperation between federal, state and local government, I know we can build on our progress and win… https://t.co/o5SlWMeelp",,FALSE,Wed May 30 17:33:11 +0000 2018,9,1.00188E+18,neg
4,Twitter Web Client,✔️ Enhances continuing medical education for all professions that prescribe or dispense opioids https://t.co/0qiwMFc86q,,FALSE,Thu Jan 25 19:59:54 +0000 2018,2,9.56618E+17,neg
6,TweetDeck,Isaac School District teachers will see a 12% pay raise! Support staff will also see additional raises… https://t.co/usjEBHJkjZ,dougducey,FALSE,Mon Jul 30 17:29:14 +0000 2018,4,1.02398E+18,neg
11,Twitter Web Client,"""These are real dollars that will be put into the system now to help the students that we’re currently serving. I’m… https://t.co/YjuSNe2pm1",,FALSE,Wed Jan 10 22:11:19 +0000 2018,5,9.51215E+17,neg
41,Twitter for iPhone,"Just three months ago, I stood before DPS Class 508 to honor the blood, sweat and tears shed to get through their i… https://t.co/uOA5UG5gMV",,FALSE,Tue Jul 31 02:56:58 +0000 2018,17,1.02413E+18,neg
9,Twitter Web Client,"#20x2020 will provide new dollars for schools, classrooms and support staff. See the details for Chandler Unified S… https://t.co/nusTFXYkcE",,FALSE,Wed Apr 18 17:23:10 +0000 2018,10,9.86656E+17,neg
298,Twitter for iPhone,I am committed to getting teachers this raise and am working to get this passed at the Legislature. We need teacher… https://t.co/6nJ9jKgRGh,dougducey,FALSE,Fri Apr 20 04:24:38 +0000 2018,96,9.87185E+17,neg
65,Twitter Web Client,AZ teachers deserve to not only be respected for their hard work - but also rewarded. We need everyone's help to ge… https://t.co/BwPXX5XXWD,,FALSE,Tue Apr 17 15:43:13 +0000 2018,38,9.86269E+17,neg
42,Twitter for iPhone,Very sad to hear this. Bruce was a great man who built a great AZ company. He will be deeply missed. #RIP. https://t.co/vPOoDgqL24,,FALSE,Thu Jan 04 20:41:35 +0000 2018,11,9.49018E+17,neg
103,Twitter for iPhone,"Prop 123

Prop 301 extension

Restoration of additional assistance

#20x2020

Arizona teachers &amp; students are two o… https://t.co/kDQR0otwxE",,FALSE,Fri May 04 01:01:09 +0000 2018,24,9.92207E+17,neg
10,TweetDeck,Weather can vary dramatically across the state. When exploring #AZ this summer — pay close attention to weather rep… https://t.co/fhaQm9LsDV,,FALSE,Thu Jul 05 23:05:59 +0000 2018,8,1.01501E+18,neg
5,Twitter for iPhone,Teachers in the Saddle Mountain Unified School District teachers will also see an 11% pay raise!@SaddleMtUSDSupt… https://t.co/YLnrQGPzzi,dougducey,FALSE,Mon Jun 04 18:39:46 +0000 2018,7,1.00371E+18,neg
79,Twitter for iPhone,Arizona is grateful for our teachers and all they do inside and outside the classroom to make a difference in the l… https://t.co/iOxZQQMIpC,,FALSE,Mon May 07 16:36:16 +0000 2018,25,9.9353E+17,neg
674,Twitter for iPhone,"The federal government might have shut down, but in #Arizona, we are partnering with the Department of @Interior to… https://t.co/CfktwxXwM5",,FALSE,Sat Jan 20 16:09:00 +0000 2018,287,9.54748E+17,neg
63,Twitter for iPhone,"#Arizona’s sincerest prayers and thoughts are with all those who lost a loved one on 9/11, with the families of tho… https://t.co/4WNSJZZ76h",,FALSE,Tue Sep 11 12:51:39 +0000 2018,17,1.0395E+18,neg
15,TweetDeck,"For years, the AMBER alert system has aided in the recovery of abducted children across the country. With #SB1498,… https://t.co/C0qR9YPsPu",dougducey,FALSE,Fri Jun 01 19:56:22 +0000 2018,5,1.00264E+18,neg
55,Twitter for iPhone,.@Raytheon expansion is a major win for Southern Arizona and the entire state. https://t.co/sm76lzbzmI,,FALSE,Thu May 10 22:56:20 +0000 2018,16,9.94713E+17,neg
25,TweetDeck,"Thank you, @CochiseCounty, @arizona_dps, @pimasheriff @DHSgov and @CBPArizona for all of your collaborative efforts… https://t.co/S64lNSQqCG",,FALSE,Wed Jul 11 23:29:47 +0000 2018,7,1.01719E+18,neg
12,Twitter Web Client,"Right now, families and law enforcement are limited in their ability to keep guns out of the hands of someone showi… https://t.co/FrtbUCMZRG",,FALSE,Tue Mar 27 23:21:40 +0000 2018,8,9.78774E+17,neg
40,Twitter for iPhone,"All #SunDevils watch this now and understand what we have in @BobbyHurley11 
@SunDevilHoops 
@ASU 

https://t.co/BSwvVv5JfT",,FALSE,Sun Dec 10 21:17:17 +0000 2017,5,9.39967E+17,neg
40,Twitter Web Client,This gives the rapidly growing food truck industry in Arizona a boost by eliminating confusion and barriers caused… https://t.co/AxjUSeQbMS,,FALSE,Mon May 14 22:06:27 +0000 2018,12,9.9615E+17,neg
10,Twitter for iPhone,"""St. Mary’s Food Bank needs 6,500 turkeys"" via @azcentral https://t.co/ICbQUTgXWG",,FALSE,Sun Nov 19 15:05:20 +0000 2017,8,9.32264E+17,neg
117,TweetDeck,Happy Father's Day to all of the dads across #Arizona! https://t.co/FaYFZb3voq,,FALSE,Sun Jun 17 12:00:00 +0000 2018,24,1.00832E+18,neg
16,TweetDeck,"15 @MLB teams play in the @cactusleagueaz at 10 stadiums located across the valley in Glendale, Goodyear, Mesa, Peo… https://t.co/YQWTYfp2Qh",,FALSE,Tue Feb 20 19:50:31 +0000 2018,7,9.66037E+17,neg
56,TweetDeck,My Executive Budget reins in state government and eliminates wasteful spending. The result? A balanced budget with… https://t.co/Zh65sfCvoh,,FALSE,Fri Jan 12 21:08:26 +0000 2018,20,9.51924E+17,neg
14,TweetDeck,UPDATE on #20x2020: Sunnyside Unified School District plans to provide 12% raises for teachers along with raises fo… https://t.co/Q5lMfz6TiR,,FALSE,Tue Jun 12 19:54:38 +0000 2018,6,1.00663E+18,neg
61,Twitter for iPhone,At the Nogales Border Patrol Station where @AZNationalGuard is working with @CBP and local law enforcement to stop… https://t.co/1nl8GQkcrG,,FALSE,Fri Apr 13 20:38:10 +0000 2018,34,9.84894E+17,neg
7,Twitter for iPhone,Lives are at risk. Let's pass the #ArizonaOpioidEpidemicAct @AZSenateGOP @AZSenateDems @AZHouseGOP @AZHouseDems https://t.co/AIIoqHuccN,,FALSE,Thu Jan 25 21:26:42 +0000 2018,12,9.56639E+17,neg
51,TweetDeck,I am in full support of Speaker Mesnard’s decision to thoroughly investigate any and all reports of sexual harassme… https://t.co/kGKfQyrOZL,,FALSE,Wed Nov 08 18:39:42 +0000 2017,20,9.28331E+17,neg
12,Twitter for iPhone,.@Cognizant announced that they are partnering with @MCORCollege to provide technical training to help prepare Arizonans to find jobs.,dougducey,FALSE,Thu Aug 09 23:05:31 +0000 2018,1,1.02769E+18,neg
9,Twitter for iPhone,"Thank you @PoliceChiefsAZ, Arizona Sheriff’s Association, @azcjc, our federal partners from the FBI, DEA, DHS, ATF,… https://t.co/SK6sYqetSX",dougducey,FALSE,Tue Jul 17 20:49:46 +0000 2018,2,1.01932E+18,neg
7,Twitter for iPhone,h/t to @antoniojanss :-),dougducey,FALSE,Mon Mar 05 04:01:14 +0000 2018,1,9.7051E+17,neg
47,TweetDeck,Saddened by the news of George B. Willie Sr.'s death. Part of the legendary Navajo Code Talkers. RIP https://t.co/H2da4FNZDZ,,FALSE,Tue Dec 05 22:42:52 +0000 2017,13,9.38177E+17,neg
24,TweetDeck,The bipartisan extension of #Prop301 for 20 years brings stability to our schools. NEXT STEP: Passing the budget. $… https://t.co/25oF26XxJo,,FALSE,Fri Mar 23 16:22:16 +0000 2018,8,9.77219E+17,neg
90,Twitter Web Client,This morning I signed an Executive Order making it clear: No one has immunity from breaking our laws and endangering citizens.,dougducey,FALSE,Fri Jul 20 19:55:35 +0000 2018,23,1.0204E+18,neg
24,TweetDeck,"Please help! @StMarysFoodBank is 1,500 turkeys away from their Thanksgiving meal goal. Every family in Arizona dese… https://t.co/ISA5C4sq6W",,FALSE,Mon Nov 20 23:23:22 +0000 2017,27,9.32751E+17,neg
9,Twitter Web Client,"#20x2020 will provide new dollars for schools, classrooms and support staff. See the details for Tucson Unified Sch… https://t.co/9BWk80bJFt",,FALSE,Wed Apr 18 15:18:43 +0000 2018,8,9.86625E+17,neg
124,Twitter for iPhone,"Flags are lowered at all state buildings today to honor the life Chief Warrant Officer Galvin. As a brave soldier,… https://t.co/IzNw6Kwj1s",,FALSE,Fri Sep 07 15:36:37 +0000 2018,28,1.03809E+18,neg
